District,Urban/Rural,Age_years,Male,Female,Total,County,Province,OBJECTID
KAKAMEGA EAST,Rural,8,2109,2292,4401,Kakamega,WESTERN,24034
KAKAMEGA EAST,Rural,9,2365,2418,4783,Kakamega,WESTERN,24035
KAKAMEGA EAST,Rural,10,2407,2424,4831,Kakamega,WESTERN,24036
KAKAMEGA EAST,Rural,11,1890,1906,3796,Kakamega,WESTERN,24037
KAKAMEGA EAST,Rural,12,2302,2169,4471,Kakamega,WESTERN,24038
KAKAMEGA EAST,Rural,13,2117,2121,4238,Kakamega,WESTERN,24039
KAKAMEGA EAST,Rural,14,1925,1809,3734,Kakamega,WESTERN,24040
KAKAMEGA EAST,Rural,15,1981,1865,3846,Kakamega,WESTERN,24041
KAKAMEGA EAST,Rural,16,1777,1761,3538,Kakamega,WESTERN,24042
KAKAMEGA EAST,Rural,17,2146,1903,4049,Kakamega,WESTERN,24043
KAKAMEGA EAST,Rural,18,2028,1641,3669,Kakamega,WESTERN,24044
KAKAMEGA EAST,Rural,19,1558,1461,3019,Kakamega,WESTERN,24045
KAKAMEGA EAST,Rural,20,1526,1815,3341,Kakamega,WESTERN,24046
KAKAMEGA EAST,Rural,21,1165,1312,2477,Kakamega,WESTERN,24047
KAKAMEGA EAST,Rural,22,1196,1553,2749,Kakamega,WESTERN,24048
KAKAMEGA EAST,Rural,23,1099,1397,2496,Kakamega,WESTERN,24049
KAKAMEGA EAST,Rural,24,1033,1297,2330,Kakamega,WESTERN,24050
KAKAMEGA EAST,Rural,25,1142,1350,2492,Kakamega,WESTERN,24051
KAKAMEGA EAST,Rural,26,866,1075,1941,Kakamega,WESTERN,24052
KAKAMEGA EAST,Rural,27,964,1078,2042,Kakamega,WESTERN,24053
KAKAMEGA EAST,Rural,28,804,989,1793,Kakamega,WESTERN,24054
KAKAMEGA EAST,Rural,29,752,890,1642,Kakamega,WESTERN,24055
KAKAMEGA EAST,Rural,30,966,1341,2307,Kakamega,WESTERN,24056
KAKAMEGA EAST,Rural,31,699,784,1483,Kakamega,WESTERN,24057
KAKAMEGA EAST,Rural,32,790,931,1721,Kakamega,WESTERN,24058
KAKAMEGA EAST,Rural,33,709,776,1485,Kakamega,WESTERN,24059
KAKAMEGA EAST,Rural,34,677,714,1391,Kakamega,WESTERN,24060
KAKAMEGA EAST,Rural,35,833,1012,1845,Kakamega,WESTERN,24061
KAKAMEGA EAST,Rural,36,641,674,1315,Kakamega,WESTERN,24062
KAKAMEGA EAST,Rural,37,552,674,1226,Kakamega,WESTERN,24063
KAKAMEGA EAST,Rural,38,567,745,1312,Kakamega,WESTERN,24064
KAKAMEGA EAST,Rural,39,536,638,1174,Kakamega,WESTERN,24065
KAKAMEGA EAST,Rural,40,743,1053,1796,Kakamega,WESTERN,24066
KAKAMEGA EAST,Rural,41,490,533,1023,Kakamega,WESTERN,24067
KAKAMEGA EAST,Rural,42,501,598,1099,Kakamega,WESTERN,24068
KAKAMEGA EAST,Rural,43,440,583,1023,Kakamega,WESTERN,24069
KAKAMEGA EAST,Rural,44,369,521,890,Kakamega,WESTERN,24070
KAKAMEGA EAST,Rural,45,630,793,1423,Kakamega,WESTERN,24071
KAKAMEGA EAST,Rural,46,498,544,1042,Kakamega,WESTERN,24072
KAKAMEGA EAST,Rural,47,452,585,1037,Kakamega,WESTERN,24073
KAKAMEGA EAST,Rural,48,419,474,893,Kakamega,WESTERN,24074
KAKAMEGA EAST,Rural,49,451,530,981,Kakamega,WESTERN,24075
KAKAMEGA EAST,Rural,50,537,822,1359,Kakamega,WESTERN,24076
KAKAMEGA EAST,Rural,51,392,430,822,Kakamega,WESTERN,24077
KAKAMEGA EAST,Rural,52,431,484,915,Kakamega,WESTERN,24078
KAKAMEGA EAST,Rural,53,346,438,784,Kakamega,WESTERN,24079
KAKAMEGA EAST,Rural,54,351,454,805,Kakamega,WESTERN,24080
KAKAMEGA EAST,Rural,55,416,507,923,Kakamega,WESTERN,24081
KAKAMEGA EAST,Rural,56,342,437,779,Kakamega,WESTERN,24082
KAKAMEGA EAST,Rural,57,393,441,834,Kakamega,WESTERN,24083
KAKAMEGA EAST,Rural,58,267,243,510,Kakamega,WESTERN,24084
KAKAMEGA EAST,Rural,59,306,360,666,Kakamega,WESTERN,24085
KAKAMEGA EAST,Rural,60,408,459,867,Kakamega,WESTERN,24086
KAKAMEGA EAST,Rural,61,312,298,610,Kakamega,WESTERN,24087
KAKAMEGA EAST,Rural,62,273,223,496,Kakamega,WESTERN,24088
KAKAMEGA EAST,Rural,63,235,256,491,Kakamega,WESTERN,24089
KAKAMEGA EAST,Rural,64,242,272,514,Kakamega,WESTERN,24090
KAKAMEGA EAST,Rural,65,203,306,509,Kakamega,WESTERN,24091
KAKAMEGA EAST,Rural,66,245,381,626,Kakamega,WESTERN,24092
KAKAMEGA EAST,Rural,67,215,243,458,Kakamega,WESTERN,24093
KAKAMEGA EAST,Rural,68,151,166,317,Kakamega,WESTERN,24094
KAKAMEGA EAST,Rural,69,161,195,356,Kakamega,WESTERN,24095
KAKAMEGA EAST,Rural,70,238,318,556,Kakamega,WESTERN,24096
KAKAMEGA EAST,Rural,71,144,144,288,Kakamega,WESTERN,24097
KAKAMEGA EAST,Rural,72,158,179,337,Kakamega,WESTERN,24098
KAKAMEGA EAST,Rural,73,160,181,341,Kakamega,WESTERN,24099
KAKAMEGA EAST,Rural,74,132,135,267,Kakamega,WESTERN,24100
KAKAMEGA EAST,Rural,75,136,167,303,Kakamega,WESTERN,24101
KAKAMEGA EAST,Rural,76,124,137,261,Kakamega,WESTERN,24102
KAKAMEGA EAST,Rural,77,149,135,284,Kakamega,WESTERN,24103
KAKAMEGA EAST,Rural,78,90,117,207,Kakamega,WESTERN,24104
KAKAMEGA EAST,Rural,79,84,114,198,Kakamega,WESTERN,24105
KAKAMEGA EAST,Rural,80+,842,1126,1968,Kakamega,WESTERN,24106
KAKAMEGA EAST,Rural,Age NS,83,79,162,Kakamega,WESTERN,24107
LUGARI,Rural,0,5000,4846,9846,Kakamega,WESTERN,24108
LUGARI,Rural,1,4340,4226,8566,Kakamega,WESTERN,24109
LUGARI,Rural,2,4743,4830,9573,Kakamega,WESTERN,24110
LUGARI,Rural,3,4681,4803,9484,Kakamega,WESTERN,24111
LUGARI,Rural,4,4598,4652,9250,Kakamega,WESTERN,24112
LUGARI,Rural,5,4762,4712,9474,Kakamega,WESTERN,24113
LUGARI,Rural,6,4443,4496,8939,Kakamega,WESTERN,24114
LUGARI,Rural,7,4439,4445,8884,Kakamega,WESTERN,24115
LUGARI,Rural,8,4117,4210,8327,Kakamega,WESTERN,24116
LUGARI,Rural,9,4567,4495,9062,Kakamega,WESTERN,24117
LUGARI,Rural,10,4409,4388,8797,Kakamega,WESTERN,24118
LUGARI,Rural,11,3394,3547,6941,Kakamega,WESTERN,24119
LUGARI,Rural,12,4180,4091,8271,Kakamega,WESTERN,24120
LUGARI,Rural,13,3881,3843,7724,Kakamega,WESTERN,24121
LUGARI,Rural,14,3494,3351,6845,Kakamega,WESTERN,24122
LUGARI,Rural,15,3367,3339,6706,Kakamega,WESTERN,24123
LUGARI,Rural,16,3130,3134,6264,Kakamega,WESTERN,24124
LUGARI,Rural,17,3322,3063,6385,Kakamega,WESTERN,24125
LUGARI,Rural,18,3130,2755,5885,Kakamega,WESTERN,24126
LUGARI,Rural,19,2730,2629,5359,Kakamega,WESTERN,24127
LUGARI,Rural,20,2638,3084,5722,Kakamega,WESTERN,24128
LUGARI,Rural,21,2063,2280,4343,Kakamega,WESTERN,24129
LUGARI,Rural,22,2307,2681,4988,Kakamega,WESTERN,24130
LUGARI,Rural,23,1998,2404,4402,Kakamega,WESTERN,24131
LUGARI,Rural,24,1799,2142,3941,Kakamega,WESTERN,24132
LUGARI,Rural,25,2011,2454,4465,Kakamega,WESTERN,24133
LUGARI,Rural,26,1545,1857,3402,Kakamega,WESTERN,24134
LUGARI,Rural,27,1660,1901,3561,Kakamega,WESTERN,24135
LUGARI,Rural,28,1345,1722,3067,Kakamega,WESTERN,24136
LUGARI,Rural,29,1314,1569,2883,Kakamega,WESTERN,24137
LUGARI,Rural,30,1783,2320,4103,Kakamega,WESTERN,24138
LUGARI,Rural,31,1216,1317,2533,Kakamega,WESTERN,24139
LUGARI,Rural,32,1378,1823,3201,Kakamega,WESTERN,24140
LUGARI,Rural,33,1122,1324,2446,Kakamega,WESTERN,24141
LUGARI,Rural,34,1125,1312,2437,Kakamega,WESTERN,24142
LUGARI,Rural,35,1632,2017,3649,Kakamega,WESTERN,24143
LUGARI,Rural,36,964,1272,2236,Kakamega,WESTERN,24144
LUGARI,Rural,37,1067,1228,2295,Kakamega,WESTERN,24145
LUGARI,Rural,38,1040,1243,2283,Kakamega,WESTERN,24146
LUGARI,Rural,39,953,1071,2024,Kakamega,WESTERN,24147
LUGARI,Rural,40,1322,1657,2979,Kakamega,WESTERN,24148
LUGARI,Rural,41,807,851,1658,Kakamega,WESTERN,24149
LUGARI,Rural,42,904,1061,1965,Kakamega,WESTERN,24150
LUGARI,Rural,43,714,850,1564,Kakamega,WESTERN,24151
LUGARI,Rural,44,668,782,1450,Kakamega,WESTERN,24152
LUGARI,Rural,45,1067,1205,2272,Kakamega,WESTERN,24153
LUGARI,Rural,46,764,889,1653,Kakamega,WESTERN,24154
LUGARI,Rural,47,787,928,1715,Kakamega,WESTERN,24155
LUGARI,Rural,48,712,835,1547,Kakamega,WESTERN,24156
LUGARI,Rural,49,759,831,1590,Kakamega,WESTERN,24157
LUGARI,Rural,50,864,1067,1931,Kakamega,WESTERN,24158
LUGARI,Rural,51,595,654,1249,Kakamega,WESTERN,24159
LUGARI,Rural,52,625,695,1320,Kakamega,WESTERN,24160
LUGARI,Rural,53,588,672,1260,Kakamega,WESTERN,24161
LUGARI,Rural,54,522,568,1090,Kakamega,WESTERN,24162
LUGARI,Rural,55,688,782,1470,Kakamega,WESTERN,24163
LUGARI,Rural,56,519,503,1022,Kakamega,WESTERN,24164
LUGARI,Rural,57,602,606,1208,Kakamega,WESTERN,24165
LUGARI,Rural,58,363,343,706,Kakamega,WESTERN,24166
LUGARI,Rural,59,469,465,934,Kakamega,WESTERN,24167
LUGARI,Rural,60,505,559,1064,Kakamega,WESTERN,24168
LUGARI,Rural,61,347,378,725,Kakamega,WESTERN,24169
LUGARI,Rural,62,316,328,644,Kakamega,WESTERN,24170
LUGARI,Rural,63,335,300,635,Kakamega,WESTERN,24171
LUGARI,Rural,64,274,339,613,Kakamega,WESTERN,24172
LUGARI,Rural,65,301,365,666,Kakamega,WESTERN,24173
LUGARI,Rural,66,249,398,647,Kakamega,WESTERN,24174
LUGARI,Rural,67,292,331,623,Kakamega,WESTERN,24175
LUGARI,Rural,68,182,206,388,Kakamega,WESTERN,24176
LUGARI,Rural,69,179,228,407,Kakamega,WESTERN,24177
LUGARI,Rural,70,299,387,686,Kakamega,WESTERN,24178
LUGARI,Rural,71,188,202,390,Kakamega,WESTERN,24179
LUGARI,Rural,72,184,206,390,Kakamega,WESTERN,24180
LUGARI,Rural,73,218,239,457,Kakamega,WESTERN,24181
LUGARI,Rural,74,158,172,330,Kakamega,WESTERN,24182
LUGARI,Rural,75,192,210,402,Kakamega,WESTERN,24183
LUGARI,Rural,76,113,154,267,Kakamega,WESTERN,24184
LUGARI,Rural,77,166,212,378,Kakamega,WESTERN,24185
LUGARI,Rural,78,99,121,220,Kakamega,WESTERN,24186
LUGARI,Rural,79,118,189,307,Kakamega,WESTERN,24187
LUGARI,Rural,80+,1040,1142,2182,Kakamega,WESTERN,24188
LUGARI,Rural,Age NS,74,59,133,Kakamega,WESTERN,24189
VIHIGA,Rural,0,1461,1460,2921,Vihiga,WESTERN,24190
VIHIGA,Rural,1,1376,1471,2847,Vihiga,WESTERN,24191
VIHIGA,Rural,2,1578,1487,3065,Vihiga,WESTERN,24192
VIHIGA,Rural,3,1502,1483,2985,Vihiga,WESTERN,24193
VIHIGA,Rural,4,1583,1457,3040,Vihiga,WESTERN,24194
VIHIGA,Rural,5,1607,1472,3079,Vihiga,WESTERN,24195
VIHIGA,Rural,6,1515,1442,2957,Vihiga,WESTERN,24196
VIHIGA,Rural,7,1585,1390,2975,Vihiga,WESTERN,24197
VIHIGA,Rural,8,1431,1373,2804,Vihiga,WESTERN,24198
VIHIGA,Rural,9,1587,1439,3026,Vihiga,WESTERN,24199
VIHIGA,Rural,10,1577,1451,3028,Vihiga,WESTERN,24200
VIHIGA,Rural,11,1277,1266,2543,Vihiga,WESTERN,24201
VIHIGA,Rural,12,1445,1455,2900,Vihiga,WESTERN,24202
VIHIGA,Rural,13,1460,1442,2902,Vihiga,WESTERN,24203
VIHIGA,Rural,14,1237,1236,2473,Vihiga,WESTERN,24204
VIHIGA,Rural,15,1220,1287,2507,Vihiga,WESTERN,24205
VIHIGA,Rural,16,1181,1263,2444,Vihiga,WESTERN,24206
VIHIGA,Rural,17,1084,1315,2399,Vihiga,WESTERN,24207
VIHIGA,Rural,18,1063,1123,2186,Vihiga,WESTERN,24208
VIHIGA,Rural,19,904,913,1817,Vihiga,WESTERN,24209
VIHIGA,Rural,20,785,945,1730,Vihiga,WESTERN,24210
VIHIGA,Rural,21,596,724,1320,Vihiga,WESTERN,24211
VIHIGA,Rural,22,566,771,1337,Vihiga,WESTERN,24212
VIHIGA,Rural,23,502,772,1274,Vihiga,WESTERN,24213
VIHIGA,Rural,24,482,670,1152,Vihiga,WESTERN,24214
VIHIGA,Rural,25,499,772,1271,Vihiga,WESTERN,24215
VIHIGA,Rural,26,426,645,1071,Vihiga,WESTERN,24216
VIHIGA,Rural,27,419,569,988,Vihiga,WESTERN,24217
VIHIGA,Rural,28,400,530,930,Vihiga,WESTERN,24218
VIHIGA,Rural,29,376,581,957,Vihiga,WESTERN,24219
VIHIGA,Rural,30,462,699,1161,Vihiga,WESTERN,24220
VIHIGA,Rural,31,372,491,863,Vihiga,WESTERN,24221
VIHIGA,Rural,32,369,603,972,Vihiga,WESTERN,24222
VIHIGA,Rural,33,323,445,768,Vihiga,WESTERN,24223
VIHIGA,Rural,34,349,489,838,Vihiga,WESTERN,24224
VIHIGA,Rural,35,399,574,973,Vihiga,WESTERN,24225
VIHIGA,Rural,36,321,399,720,Vihiga,WESTERN,24226
VIHIGA,Rural,37,276,447,723,Vihiga,WESTERN,24227
VIHIGA,Rural,38,302,398,700,Vihiga,WESTERN,24228
VIHIGA,Rural,39,269,395,664,Vihiga,WESTERN,24229
VIHIGA,Rural,40,362,591,953,Vihiga,WESTERN,24230
VIHIGA,Rural,41,260,352,612,Vihiga,WESTERN,24231
VIHIGA,Rural,42,276,395,671,Vihiga,WESTERN,24232
VIHIGA,Rural,43,229,328,557,Vihiga,WESTERN,24233
VIHIGA,Rural,44,278,346,624,Vihiga,WESTERN,24234
VIHIGA,Rural,45,258,490,748,Vihiga,WESTERN,24235
VIHIGA,Rural,46,262,373,635,Vihiga,WESTERN,24236
VIHIGA,Rural,47,244,363,607,Vihiga,WESTERN,24237
VIHIGA,Rural,48,246,359,605,Vihiga,WESTERN,24238
VIHIGA,Rural,49,270,368,638,Vihiga,WESTERN,24239
VIHIGA,Rural,50,304,502,806,Vihiga,WESTERN,24240
VIHIGA,Rural,51,229,322,551,Vihiga,WESTERN,24241
VIHIGA,Rural,52,263,367,630,Vihiga,WESTERN,24242
VIHIGA,Rural,53,260,306,566,Vihiga,WESTERN,24243
VIHIGA,Rural,54,279,321,600,Vihiga,WESTERN,24244
VIHIGA,Rural,55,299,383,682,Vihiga,WESTERN,24245
VIHIGA,Rural,56,266,346,612,Vihiga,WESTERN,24246
VIHIGA,Rural,57,275,309,584,Vihiga,WESTERN,24247
VIHIGA,Rural,58,206,254,460,Vihiga,WESTERN,24248
VIHIGA,Rural,59,242,265,507,Vihiga,WESTERN,24249
VIHIGA,Rural,60,307,356,663,Vihiga,WESTERN,24250
VIHIGA,Rural,61,210,206,416,Vihiga,WESTERN,24251
VIHIGA,Rural,62,217,236,453,Vihiga,WESTERN,24252
VIHIGA,Rural,63,213,216,429,Vihiga,WESTERN,24253
VIHIGA,Rural,64,196,211,407,Vihiga,WESTERN,24254
VIHIGA,Rural,65,167,251,418,Vihiga,WESTERN,24255
VIHIGA,Rural,66,195,264,459,Vihiga,WESTERN,24256
VIHIGA,Rural,67,181,172,353,Vihiga,WESTERN,24257
VIHIGA,Rural,68,122,143,265,Vihiga,WESTERN,24258
VIHIGA,Rural,69,148,205,353,Vihiga,WESTERN,24259
VIHIGA,Rural,70,205,247,452,Vihiga,WESTERN,24260
VIHIGA,Rural,71,140,168,308,Vihiga,WESTERN,24261
VIHIGA,Rural,72,133,165,298,Vihiga,WESTERN,24262
VIHIGA,Rural,73,140,155,295,Vihiga,WESTERN,24263
VIHIGA,Rural,74,109,127,236,Vihiga,WESTERN,24264
VIHIGA,Rural,75,127,134,261,Vihiga,WESTERN,24265
VIHIGA,Rural,76,111,143,254,Vihiga,WESTERN,24266
VIHIGA,Rural,77,129,132,261,Vihiga,WESTERN,24267
VIHIGA,Rural,78,105,102,207,Vihiga,WESTERN,24268
VIHIGA,Rural,79,93,109,202,Vihiga,WESTERN,24269
VIHIGA,Rural,80+,645,880,1525,Vihiga,WESTERN,24270
VIHIGA,Rural,Age NS,33,29,62,Vihiga,WESTERN,24271
EMUHAYA,Rural,0,2217,2132,4349,Vihiga,WESTERN,24272
EMUHAYA,Rural,1,2062,2066,4128,Vihiga,WESTERN,24273
EMUHAYA,Rural,2,2255,2244,4499,Vihiga,WESTERN,24274
EMUHAYA,Rural,3,2160,2269,4429,Vihiga,WESTERN,24275
EMUHAYA,Rural,4,2179,2099,4278,Vihiga,WESTERN,24276
EMUHAYA,Rural,5,2071,2066,4137,Vihiga,WESTERN,24277
EMUHAYA,Rural,6,2056,2070,4126,Vihiga,WESTERN,24278
EMUHAYA,Rural,7,2039,2062,4101,Vihiga,WESTERN,24279
EMUHAYA,Rural,8,1818,1920,3738,Vihiga,WESTERN,24280
EMUHAYA,Rural,9,2026,2139,4165,Vihiga,WESTERN,24281
EMUHAYA,Rural,10,2073,2221,4294,Vihiga,WESTERN,24282
EMUHAYA,Rural,11,1620,1785,3405,Vihiga,WESTERN,24283
EMUHAYA,Rural,12,2037,2102,4139,Vihiga,WESTERN,24284
EMUHAYA,Rural,13,1940,2032,3972,Vihiga,WESTERN,24285
EMUHAYA,Rural,14,1799,1718,3517,Vihiga,WESTERN,24286
EMUHAYA,Rural,15,1727,1722,3449,Vihiga,WESTERN,24287
EMUHAYA,Rural,16,1570,1687,3257,Vihiga,WESTERN,24288
EMUHAYA,Rural,17,1538,1572,3110,Vihiga,WESTERN,24289
EMUHAYA,Rural,18,1378,1379,2757,Vihiga,WESTERN,24290
EMUHAYA,Rural,19,1110,1185,2295,Vihiga,WESTERN,24291
EMUHAYA,Rural,20,1106,1435,2541,Vihiga,WESTERN,24292
EMUHAYA,Rural,21,788,1042,1830,Vihiga,WESTERN,24293
EMUHAYA,Rural,22,844,1147,1991,Vihiga,WESTERN,24294
EMUHAYA,Rural,23,684,1092,1776,Vihiga,WESTERN,24295
EMUHAYA,Rural,24,616,979,1595,Vihiga,WESTERN,24296
EMUHAYA,Rural,25,775,1079,1854,Vihiga,WESTERN,24297
EMUHAYA,Rural,26,615,846,1461,Vihiga,WESTERN,24298
EMUHAYA,Rural,27,630,830,1460,Vihiga,WESTERN,24299
EMUHAYA,Rural,28,500,790,1290,Vihiga,WESTERN,24300
EMUHAYA,Rural,29,522,701,1223,Vihiga,WESTERN,24301
EMUHAYA,Rural,30,719,1121,1840,Vihiga,WESTERN,24302
EMUHAYA,Rural,31,470,632,1102,Vihiga,WESTERN,24303
EMUHAYA,Rural,32,528,771,1299,Vihiga,WESTERN,24304
EMUHAYA,Rural,33,471,537,1008,Vihiga,WESTERN,24305
EMUHAYA,Rural,34,481,647,1128,Vihiga,WESTERN,24306
EMUHAYA,Rural,35,716,933,1649,Vihiga,WESTERN,24307
EMUHAYA,Rural,36,472,607,1079,Vihiga,WESTERN,24308
EMUHAYA,Rural,37,473,603,1076,Vihiga,WESTERN,24309
EMUHAYA,Rural,38,395,582,977,Vihiga,WESTERN,24310
EMUHAYA,Rural,39,410,503,913,Vihiga,WESTERN,24311
EMUHAYA,Rural,40,668,971,1639,Vihiga,WESTERN,24312
EMUHAYA,Rural,41,384,483,867,Vihiga,WESTERN,24313
EMUHAYA,Rural,42,429,515,944,Vihiga,WESTERN,24314
EMUHAYA,Rural,43,339,484,823,Vihiga,WESTERN,24315
EMUHAYA,Rural,44,381,407,788,Vihiga,WESTERN,24316
EMUHAYA,Rural,45,499,768,1267,Vihiga,WESTERN,24317
EMUHAYA,Rural,46,355,521,876,Vihiga,WESTERN,24318
EMUHAYA,Rural,47,421,565,986,Vihiga,WESTERN,24319
EMUHAYA,Rural,48,342,467,809,Vihiga,WESTERN,24320
EMUHAYA,Rural,49,411,534,945,Vihiga,WESTERN,24321
EMUHAYA,Rural,50,512,875,1387,Vihiga,WESTERN,24322
EMUHAYA,Rural,51,354,416,770,Vihiga,WESTERN,24323
EMUHAYA,Rural,52,365,455,820,Vihiga,WESTERN,24324
EMUHAYA,Rural,53,359,415,774,Vihiga,WESTERN,24325
EMUHAYA,Rural,54,390,420,810,Vihiga,WESTERN,24326
EMUHAYA,Rural,55,476,562,1038,Vihiga,WESTERN,24327
EMUHAYA,Rural,56,397,424,821,Vihiga,WESTERN,24328
EMUHAYA,Rural,57,475,506,981,Vihiga,WESTERN,24329
EMUHAYA,Rural,58,233,292,525,Vihiga,WESTERN,24330
EMUHAYA,Rural,59,325,381,706,Vihiga,WESTERN,24331
EMUHAYA,Rural,60,504,645,1149,Vihiga,WESTERN,24332
EMUHAYA,Rural,61,325,338,663,Vihiga,WESTERN,24333
EMUHAYA,Rural,62,276,264,540,Vihiga,WESTERN,24334
EMUHAYA,Rural,63,231,243,474,Vihiga,WESTERN,24335
EMUHAYA,Rural,64,224,279,503,Vihiga,WESTERN,24336
EMUHAYA,Rural,65,281,360,641,Vihiga,WESTERN,24337
EMUHAYA,Rural,66,281,386,667,Vihiga,WESTERN,24338
EMUHAYA,Rural,67,260,302,562,Vihiga,WESTERN,24339
EMUHAYA,Rural,68,137,180,317,Vihiga,WESTERN,24340
EMUHAYA,Rural,69,206,240,446,Vihiga,WESTERN,24341
EMUHAYA,Rural,70,342,529,871,Vihiga,WESTERN,24342
EMUHAYA,Rural,71,156,200,356,Vihiga,WESTERN,24343
EMUHAYA,Rural,72,221,193,414,Vihiga,WESTERN,24344
EMUHAYA,Rural,73,186,229,415,Vihiga,WESTERN,24345
EMUHAYA,Rural,74,176,191,367,Vihiga,WESTERN,24346
EMUHAYA,Rural,75,209,233,442,Vihiga,WESTERN,24347
EMUHAYA,Rural,76,162,160,322,Vihiga,WESTERN,24348
EMUHAYA,Rural,77,168,183,351,Vihiga,WESTERN,24349
EMUHAYA,Rural,78,137,122,259,Vihiga,WESTERN,24350
EMUHAYA,Rural,79,96,138,234,Vihiga,WESTERN,24351
EMUHAYA,Rural,80+,807,1086,1893,Vihiga,WESTERN,24352
EMUHAYA,Rural,Age NS,12,12,24,Vihiga,WESTERN,24353
HAMISI,Rural,0,2457,2336,4793,Vihiga,WESTERN,24354
HAMISI,Rural,1,2143,2144,4287,Vihiga,WESTERN,24355
HAMISI,Rural,2,2356,2439,4795,Vihiga,WESTERN,24356
HAMISI,Rural,3,2335,2443,4778,Vihiga,WESTERN,24357
HAMISI,Rural,4,2400,2412,4812,Vihiga,WESTERN,24358
HAMISI,Rural,5,2346,2343,4689,Vihiga,WESTERN,24359
HAMISI,Rural,6,2276,2277,4553,Vihiga,WESTERN,24360
HAMISI,Rural,7,2234,2161,4395,Vihiga,WESTERN,24361
HAMISI,Rural,8,2101,2281,4382,Vihiga,WESTERN,24362
HAMISI,Rural,9,2369,2331,4700,Vihiga,WESTERN,24363
HAMISI,Rural,10,2252,2435,4687,Vihiga,WESTERN,24364
HAMISI,Rural,11,1744,1899,3643,Vihiga,WESTERN,24365
HAMISI,Rural,12,2126,2168,4294,Vihiga,WESTERN,24366
HAMISI,Rural,13,2097,2168,4265,Vihiga,WESTERN,24367
HAMISI,Rural,14,1932,1836,3768,Vihiga,WESTERN,24368
HAMISI,Rural,15,1835,1802,3637,Vihiga,WESTERN,24369
HAMISI,Rural,16,1701,1878,3579,Vihiga,WESTERN,24370
HAMISI,Rural,17,2007,1737,3744,Vihiga,WESTERN,24371
HAMISI,Rural,18,1867,1618,3485,Vihiga,WESTERN,24372
HAMISI,Rural,19,1467,1332,2799,Vihiga,WESTERN,24373
HAMISI,Rural,20,1335,1419,2754,Vihiga,WESTERN,24374
HAMISI,Rural,21,962,1131,2093,Vihiga,WESTERN,24375
HAMISI,Rural,22,981,1309,2290,Vihiga,WESTERN,24376
HAMISI,Rural,23,806,1210,2016,Vihiga,WESTERN,24377
HAMISI,Rural,24,763,1018,1781,Vihiga,WESTERN,24378
HAMISI,Rural,25,823,1168,1991,Vihiga,WESTERN,24379
HAMISI,Rural,26,688,980,1668,Vihiga,WESTERN,24380
HAMISI,Rural,27,780,919,1699,Vihiga,WESTERN,24381
HAMISI,Rural,28,610,844,1454,Vihiga,WESTERN,24382
HAMISI,Rural,29,650,852,1502,Vihiga,WESTERN,24383
HAMISI,Rural,30,794,1200,1994,Vihiga,WESTERN,24384
HAMISI,Rural,31,593,718,1311,Vihiga,WESTERN,24385
HAMISI,Rural,32,684,922,1606,Vihiga,WESTERN,24386
HAMISI,Rural,33,570,690,1260,Vihiga,WESTERN,24387
HAMISI,Rural,34,633,688,1321,Vihiga,WESTERN,24388
HAMISI,Rural,35,737,911,1648,Vihiga,WESTERN,24389
HAMISI,Rural,36,543,658,1201,Vihiga,WESTERN,24390
HAMISI,Rural,37,537,680,1217,Vihiga,WESTERN,24391
HAMISI,Rural,38,509,695,1204,Vihiga,WESTERN,24392
HAMISI,Rural,39,476,618,1094,Vihiga,WESTERN,24393
HAMISI,Rural,40,630,916,1546,Vihiga,WESTERN,24394
HAMISI,Rural,41,408,472,880,Vihiga,WESTERN,24395
HAMISI,Rural,42,472,539,1011,Vihiga,WESTERN,24396
HAMISI,Rural,43,378,530,908,Vihiga,WESTERN,24397
HAMISI,Rural,44,379,480,859,Vihiga,WESTERN,24398
HAMISI,Rural,45,570,743,1313,Vihiga,WESTERN,24399
HAMISI,Rural,46,372,494,866,Vihiga,WESTERN,24400
HAMISI,Rural,47,419,525,944,Vihiga,WESTERN,24401
HAMISI,Rural,48,367,493,860,Vihiga,WESTERN,24402
HAMISI,Rural,49,490,535,1025,Vihiga,WESTERN,24403
HAMISI,Rural,50,480,759,1239,Vihiga,WESTERN,24404
HAMISI,Rural,51,376,436,812,Vihiga,WESTERN,24405
HAMISI,Rural,52,368,482,850,Vihiga,WESTERN,24406
HAMISI,Rural,53,387,463,850,Vihiga,WESTERN,24407
HAMISI,Rural,54,379,464,843,Vihiga,WESTERN,24408
HAMISI,Rural,55,462,548,1010,Vihiga,WESTERN,24409
HAMISI,Rural,56,340,423,763,Vihiga,WESTERN,24410
HAMISI,Rural,57,407,519,926,Vihiga,WESTERN,24411
HAMISI,Rural,58,289,302,591,Vihiga,WESTERN,24412
HAMISI,Rural,59,367,375,742,Vihiga,WESTERN,24413
HAMISI,Rural,60,420,504,924,Vihiga,WESTERN,24414
HAMISI,Rural,61,295,336,631,Vihiga,WESTERN,24415
HAMISI,Rural,62,295,330,625,Vihiga,WESTERN,24416
HAMISI,Rural,63,274,287,561,Vihiga,WESTERN,24417
HAMISI,Rural,64,292,307,599,Vihiga,WESTERN,24418
HAMISI,Rural,65,253,318,571,Vihiga,WESTERN,24419
HAMISI,Rural,66,286,387,673,Vihiga,WESTERN,24420
